target0,gi|489612315|ref|WP_003516756.1|;gi|358004625|gb|EHJ96953.1|;gi|586950673|gb|AHK02462.1|;gi|806954964|gb|AKC08273.1|;gi|945789263|gb|KQY43260.1|;gi|1046130587|gb|OCJ46689.1|;gi|1046134056|gb|OCJ50129.1|;gi|1046146523|gb|OCJ62494.1|;gi|1137565241|gb|OMP71238.1|,83.333,100.00,6,1,0,2,7,369,374,1.2,20.2
target0,gi|489612315|ref|WP_003516756.1|;gi|358004625|gb|EHJ96953.1|;gi|586950673|gb|AHK02462.1|;gi|806954964|gb|AKC08273.1|;gi|945789263|gb|KQY43260.1|;gi|1046130587|gb|OCJ46689.1|;gi|1046134056|gb|OCJ50129.1|;gi|1046146523|gb|OCJ62494.1|;gi|1137565241|gb|OMP71238.1|,71.429,71.43,7,2,0,1,7,43,49,4782,10.8
target0,gi|740704408|ref|WP_038489697.1|;gi|586948484|gb|AHK00273.1|;gi|806952823|gb|AKC06132.1|,83.333,100.00,6,1,0,2,7,48,53,1.3,20.2
target0,gi|503401107|ref|WP_013635768.1|;gi|325060228|gb|ADY63919.1|;gi|586949081|gb|AHK00870.1|;gi|806953388|gb|AKC06697.1|;gi|1046077825|gb|OCI94450.1|;gi|1046119331|gb|OCJ35513.1|;gi|1046142045|gb|OCJ58055.1|;gi|1046145576|gb|OCJ61562.1|,83.333,100.00,6,1,0,2,7,138,143,1.8,19.7
target0,gi|586953217|gb|AHK05004.1|,83.333,100.00,6,1,0,1,6,302,307,2.5,19.3
target0,gi|586953217|gb|AHK05004.1|,57.143,71.43,7,3,0,1,7,333,339,977,12.5
target0,gi|518396658|ref|WP_019566865.1|;gi|586952281|gb|AHK04069.1|;gi|806956504|gb|AKC09812.1|,100.000,100.00,5,0,0,1,5,969,973,3.6,18.9
target0,gi|808043519|ref|WP_046205575.1|;gi|945789454|gb|KQY43451.1|;gi|1046076176|gb|OCI92813.1|;gi|1046146327|gb|OCJ62298.1|,100.000,100.00,5,0,0,1,5,232,236,3.6,18.9
target0,gi|646828107|ref|WP_025594703.1|;gi|586950889|gb|AHK02678.1|;gi|806955171|gb|AKC08480.1|,100.000,100.00,5,0,0,1,5,224,228,3.6,18.9
target0,gi|740704004|ref|WP_038489293.1|;gi|586948173|gb|AHJ99961.1|;gi|806952527|gb|AKC05836.1|,100.000,100.00,5,0,0,1,5,77,81,3.6,18.9
target0,gi|740705271|ref|WP_038490560.1|;gi|586949204|gb|AHK00993.1|;gi|806953498|gb|AKC06807.1|,100.000,100.00,5,0,0,1,5,317,321,3.6,18.9
target0,gi|740705062|ref|WP_038490351.1|;gi|586949033|gb|AHK00822.1|;gi|806953343|gb|AKC06652.1|,100.000,100.00,5,0,0,1,5,127,131,3.6,18.9
target0,gi|586948467|gb|AHK00256.1|,100.000,100.00,5,0,0,1,5,57,61,3.6,18.9
target0,gi|489610362|ref|WP_003514803.1|;gi|325059646|gb|ADY63337.1|;gi|358005872|gb|EHJ98197.1|;gi|806952807|gb|AKC06116.1|;gi|945799855|gb|KQY53814.1|;gi|1046080850|gb|OCI97415.1|;gi|1046118588|gb|OCJ34777.1|;gi|1046131508|gb|OCJ47602.1|;gi|1046134679|gb|OCJ50744.1|;gi|1046152771|gb|OCJ68682.1|;gi|1137566645|gb|OMP72634.1|,100.000,100.00,5,0,0,1,5,53,57,3.6,18.9
target0,gi|740709807|ref|WP_038495095.1|;gi|806956707|gb|AKC10015.1|,100.000,100.00,5,0,0,1,5,128,132,3.6,18.9
target0,gi|740709593|ref|WP_038494881.1|,100.000,100.00,5,0,0,1,5,154,158,3.6,18.9
target0,gi|586952317|gb|AHK04105.1|;gi|806956540|gb|AKC09848.1|,100.000,100.00,5,0,0,1,5,152,156,3.6,18.9
target0,gi|586948866|gb|AHK00655.1|;gi|806953182|gb|AKC06491.1|,100.000,100.00,5,0,0,1,5,84,88,3.6,18.9
target0,gi|586951478|gb|AHK03266.1|;gi|806955735|gb|AKC09043.1|,100.000,100.00,5,0,0,1,5,102,106,3.6,18.9
target0,gi|740704963|ref|WP_038490252.1|;gi|586948952|gb|AHK00741.1|;gi|806953267|gb|AKC06576.1|,100.000,100.00,5,0,0,1,5,213,217,3.6,18.9
target0,gi|489606631|ref|WP_003511072.1|;gi|358007719|gb|EHK00042.1|,100.000,100.00,5,0,0,1,5,86,90,3.6,18.9
target0,gi|503400969|ref|WP_013635630.1|;gi|325060028|gb|ADY63719.1|;gi|945800171|gb|KQY54130.1|;gi|1046083316|gb|OCI99853.1|;gi|1046119723|gb|OCJ35905.1|;gi|1046142426|gb|OCJ58436.1|;gi|1046145923|gb|OCJ61909.1|;gi|1046153158|gb|OCJ69069.1|;gi|1137567592|gb|OMP73581.1|,100.000,100.00,5,0,0,1,5,33,37,3.6,18.9
target0,gi|503401317|ref|WP_013635978.1|;gi|325060539|gb|ADY64230.1|;gi|586949401|gb|AHK01190.1|;gi|806953692|gb|AKC07001.1|;gi|945799035|gb|KQY52994.1|;gi|1046077544|gb|OCI94169.1|;gi|1046119593|gb|OCJ35775.1|;gi|1046141733|gb|OCJ57743.1|;gi|1046145883|gb|OCJ61869.1|;gi|1046151925|gb|OCJ67836.1|;gi|1137567388|gb|OMP73377.1|,85.714,85.71,7,1,0,1,7,116,122,3.6,18.9
